Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,35000000,0,0,3.0,0,North East,2074.0,196,1400 Sq. Feet,20 Feet,20 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Apartment Rent In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,115000,0,0,3.0,0,North East,2074.0,259,1400 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"12 Aana Land For Sale At Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Kathmandu, Lazimpat, Kathmandu",Kathmandu,5500000,0,0,3.0,0,South,2074.0,101,0-12-0-0 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"लुभु लामाटार बुढाथोकी टोलमा ५ आना सस्तो जग्गा तु. बिक्रिमा : Land For Sale In Lubhu, Lalitpur","Lubhu Lamatar, Lubhu, Lalitpur",Lalitpur,900000,0,0,3.0,0,East,2074.0,1.1K,5 Aana,10 Feet,10 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Land For Sale In Swayambhu, Kathmandu","Dallu, Swayambhu, Kathmandu",Kathmandu,2300000,0,0,3.0,0,East,2074.0,1.1K,0-3-3-0 Aana,12 Feet,12 Feet, Blacktopped,N/A Aana,5 months ago,[]
"Flat For Rent In Dhumbarahi, Kathmandu","Dhumbarahi,Pragati tol, Dhumbarahi, Kathmandu",Kathmandu,20000,2,1,3.0,0,West,2074.0,529,3.5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"House For Sale In Pasikot, Kathmandu","pasikot, Pasikot, Kathmandu",Kathmandu,28500000,6,6,3.0,1,South East,2074.0,103,0-5-2-0 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Apartment For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,11900000,2,1,3.0,0,North,2074.0,469,683 Sq. Feet,30 Feet,30 Feet, Blacktopped,N/A Aana,2 months ago,"['Air Condition', 'TV Cable', 'Swimming Pool']"
"Commercial LAnd : Land For Sale In Balkhu, Kathmandu","kalanki, Balkhu, Kathmandu",Kathmandu,10500000,0,0,3.0,0,East,2074.0,198,0-7-1-0 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"House On Rent At Pulchowk : House For Rent In Pulchowk, Lalitpur","pulchowk, Pulchowk, Lalitpur",Lalitpur,300000,8,5,3.0,7,East,2074.0,192,12 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony']"
"Full Furnished House For Rent At Jawakhel : House For Rent In Jawalakhel, Lalitpur","jawalakhel, Jawalakhel, Lalitpur",Lalitpur,78000,4,4,3.0,1,East,2074.0,176,5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Modular Kitchen', 'Water Supply', 'TV Cable', 'Water Well', 'Internet', 'Garden']"
"Restaurant For Rent : Business For Rent In Mahendrapul, Pokhara","74, Mahendrapul, Pokhara",Pokhara,70000,0,2,3.0,0,East,2074.0,173,1600 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Office Space Available For Rent : Office Space For Rent In Newroad, Kathmandu","Pyukha marg near bira complex, Newroad, Kathmandu",Kathmandu,65000,0,1,3.0,0,South,2074.0,92,320 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Maligaon Commercial 12 Ana : Land For Sale In Maligaon, Kathmandu","Man, Maligaon, Kathmandu",Kathmandu,7000000,0,0,3.0,0,East,2074.0,58,12 Aman Aana,25 Feet,25 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Flat/Godown Space Available For Rent : Flat For Rent In Newroad, Kathmandu","Pyukha new road, Newroad, Kathmandu",Kathmandu,20000,0,1,3.0,0,South,2074.0,158,310 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Tallo Baluwatar 1 Ropani : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,3.0,0,East,2074.0,344,16 Aana,14 Feet,14 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land For Sale In Bhangal, Kathmandu","jyoti nagar,kathmandu, Bhangal, Kathmandu",Kathmandu,2450000,0,0,3.0,0,North East,2074.0,397,0-5-0-0 Aana,16 Feet,16 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Total 10 Room : House For Sale In Manamaiju, Kathmandu","Gongabu, Manamaiju, Kathmandu",Kathmandu,17000000,0,0,3.0,0,East,2074.0,794,3 Aana,12 Feet,12 Feet, Blacktopped,3 Aana,5 months ago,"['Drainage', 'Water Supply', 'Parking']"
"Land On Sale : Land For Sale In Godawari, Lalitpur","Champi, Dukuchhap, Godawari, Lalitpur",Lalitpur,420000,0,0,3.0,0,East,2074.0,305,52-10-3-2 Aana,500 Feet,500 Feet, Blacktopped,52-10-3-2 Aana,2 months ago,[]
"Land On Sale : Land For Sale In Suryabinayak, Bhaktapur","Siphadol, Suryabinayak, Bhaktapur",Bhaktapur,600000,0,0,3.0,0,East,2074.0,747,16-4-0-0 Aana,300 Feet,300 Feet, Blacktopped,16-4-0-0 Aana,2 months ago,[]
"Land On Sale : Land For Sale In Changunarayan, Bhaktapur","Duwakot, Changunarayan, Bhaktapur",Bhaktapur,3500000,0,0,3.0,0,East,2074.0,393,0-12-2-0 Aana,500 Meter,500 Meter, Blacktopped,0-12-2-0 Aana,2 months ago,[]
"House On Rent At Vinayak Colony : House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,75000,3,3,3.0,1,East,2074.0,644,5.5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Garden', 'Modular Kitchen', 'Security Staff']"
"House For Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",Kathmandu,100000,5,4,3.0,2,East,2074.0,289,11 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,"['Modular Kitchen', 'Parking', 'Water Supply', 'Garden', 'Water Tank']"
"Land For Sale In Birgunj, Parsa","Shreepur-11 Birgunj Nepal, Birgunj, Parsa",Parsa,550000,0,0,3.0,0,South,2074.0,164,4.5 Dhur,6 Feet,6 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Shop Sale At Masbar In Pokhara : Business For Sale In Dam Side, Pokhara","Masbar pokhara, Dam Side, Pokhara",Pokhara,700000,0,0,3.0,0,North,2074.0,989,2 Aana,0 Feet,0 Feet, Blacktopped,2 Aana,5 months ago,[]
"Flat On Rent At Lazimpat : Flat For Rent In Lazimpat, Kathmandu","ranibari, Lazimpat, Kathmandu",Kathmandu,30000,1,1,3.0,1,East,2074.0,567,10 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Supply']"
"Land Sale : Land For Sale In Bhaktapur, Bhaktapur","duwakot, Bhaktapur, Bhaktapur",Bhaktapur,2100000,0,0,3.0,0,South,2074.0,316,0-6-0-0 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Spacious Flat Bear Grande Hospital : Flat For Rent In Tokha, Kathmandu","Grande Villa height, milantol, tokha, Tokha, Kathmandu",Kathmandu,20000,2,1,3.0,1,West,2074.0,498,5.5 Aana,18 Feet,18 Feet, Blacktopped,1100 Aana,1 month ago,"['Parking', 'Water Supply', 'Frontyard', 'Fencing']"
"Bansbarima 8 Ana Jagga : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,4200000,0,0,3.0,0,South,2074.0,73,8 Aana,15 Feet,15 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Budhanilkanthama 8 Ropani 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,3.0,0,East,2074.0,89,8.10.0.0 Aana,32 Feet,32 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Consultancy : Office Space For Sale In Dillibazar, Kathmandu","Dilli bazzar road, Dillibazar, Kathmandu",Kathmandu,1000000,0,0,3.0,0,North,2074.0,247,3 Aana,26 Feet,26 Feet, Blacktopped,N/A Aana,1 month ago,['Parking']
"Land For Sale In Mulpani, Kathmandu","Green Hill City, Mulpani, Kathmandu",Kathmandu,3300000,0,0,3.0,0,North,2074.0,185,0-5-2-0 Aana,8 Meter,8 Meter, Blacktopped,N/A Sq. Feet,7 months ago,[]
"Near Grandy : House For Sale In Tokha, Kathmandu","Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,26300000,5,0,3.0,1,East,2074.0,902,4 Aana,13 Feet,13 Feet, Blacktopped,3-4 Aana,5 months ago,"['Parking', 'Water Tank', 'Drainage']"
"House For Sale : House For Sale In Pepsicola, Kathmandu","Khahare Chowk, Pepsicola, Kathmandu",Kathmandu,34000000,5,4,3.0,1,South,2074.0,576,6 Aana,14 Feet,14 Feet, Blacktopped,N/A Aana,5 months ago,"['Balcony', 'Backyard', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']"
"Land Is Very Suitable For Residental Purpose : Land For Sale In Swayambhu, Kathmandu","Ichangu, Swayambhu, Kathmandu",Kathmandu,1950000,0,0,3.0,2,North West,2074.0,629,3-1 Aana,12 Feet,12 Feet, Blacktopped,N/A Aana,5 months ago,['Parking']
"Flat For Rent : Flat For Rent In Budhanilkantha, Kathmandu","Fulbari, Budhanilkantha, Kathmandu",Kathmandu,25000,2,1,3.0,1,East,2074.0,667,5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,4 months ago,['Balcony']
"Furnished Flat Rent In Baghdol : Flat For Rent In Baghdol, Lalitpur","House rent in Bagdol, Baghdol, Lalitpur",Lalitpur,50000,2,1,3.0,1,South West,2074.0,220,1-6-0-0 Aana,10 Feet,10 Feet, Blacktopped,N/A Aana,2 months ago,"['Parking', 'Air Condition', 'Garage', 'Garden', 'Solar Water', 'Water Supply', 'Drainage']"
"House And Land On Sale : Land For Sale In Godawari, Lalitpur","Taukhel, Godawari, Lalitpur",Lalitpur,2000000,0,0,3.0,0,East,2074.0,191,3-10-1-0 Ropani,500 Meter,500 Meter, Blacktopped,3-10-1-0 Ropani,2 months ago,[]
"Land For Sale In Butwal, Butwal","Madan path, Butwal, Butwal",Butwal,450000,0,0,3.0,0,North East,2074.0,162,20*24 Haat,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House For Rent At Naxal : House For Rent In Naxal, Kathmandu","naxal, Naxal, Kathmandu",Kathmandu,500000,22,4,3.0,3,East,2074.0,175,10 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Flat On Rent At Man Bhawan : House For Rent In Jawalakhel, Lalitpur","manbhawan, Jawalakhel, Lalitpur",Lalitpur,75000,4,3,3.0,2,East,2074.0,185,2 Ropani,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Flat For Rent At Jawalakhel : Apartment For Rent In Jawalakhel, Lalitpur","jawalakhel, Jawalakhel, Lalitpur",Lalitpur,55000,2,1,3.0,0,East,2074.0,276,5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"House On Rent Or Sale At Matatirtha : House For Sale In Matatirtha, Kathmandu","Matatirtha near bus stop, Matatirtha, Kathmandu",Kathmandu,15000000,3,3,3.0,2,West,2074.0,879,8.2 Aana,4 Feet,4 Feet, Blacktopped,N/A Aana,2 months ago,['Garden']
"Land For Sale In Kapan, Kathmandu","Chunikhel, alubari, Kapan, Kathmandu",Kathmandu,1300000,0,0,3.0,0,East,2074.0,716,7.2 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Land For Sale At Gokarna : Land For Sale In Gokarneshwor, Kathmandu","Gokarna, Gokarneshwor, Kathmandu",Kathmandu,1650000,0,0,3.0,0,West,2074.0,433,22 Aana,28 Feet,28 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Land On Sale : Land For Sale In Teku, Kathmandu","Mayalbari, Teku, Kathmandu",Kathmandu,6000000,0,0,3.0,0,East,2074.0,118,2-1-2-0 Aana,300 Meter,300 Meter, Blacktopped,2-1-2-0 Aana,2 months ago,[]
"Land On Rent At Radhe Rahde : Land For Rent In Radhe Radhe, Bhaktapur","Radhe radhe, Radhe Radhe, Bhaktapur",Bhaktapur,375000,0,0,3.0,0,East,2074.0,106,3.9 Ropani,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House On Rent At Bafal : House For Sale In Bafal, Kathmandu","Bafal, Bafal, Kathmandu",Kathmandu,30000000,4,3,3.0,1,East,2074.0,509,3 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Karyabinayak Colony House For Sale : House For Sale In Bhaisepati, Lalitpur","bhaisepati, Bhaisepati, Lalitpur",Lalitpur,30000000,4,4,3.0,1,East,2074.0,236,3 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Modular Kitchen', 'Swimming Pool', 'Solar Water', 'TV Cable', 'Garden', 'Balcony']"
"Uniform Showroom And Factory : Business For Sale In Samakhusi, Kathmandu","townplanning, Samakhusi, Kathmandu",Kathmandu,750000,0,0,3.0,0,East,2074.0,124,4 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Flat At Rent : Flat For Rent In Budhanilkantha, Kathmandu","Budhanilkanta, Budhanilkantha, Kathmandu",Kathmandu,30000,2,1,3.0,0,West,2074.0,457,4 Aana,11 Feet,11 Feet, Blacktopped,4 Aana,3 weeks ago,[]
"GOLFUTAR 4 ANA : Land For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,6700000,0,0,3.0,0,West,2074.0,246,4 Aana,33 Feet,33 Feet, Blacktopped,N/A Aana,7 months ago,[]
"26 Per Anna- Grande Hospital Near : Land For Sale In Tokha, Kathmandu","Grande Hospital, Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,2600000,0,0,3.0,0,North East,2074.0,216,4 Aana,15 Feet,15 Feet, Blacktopped,4 Aana,4 months ago,[]
"Furnished Villa For Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,200000,5,4,3.0,2,South,2074.0,248,12 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Internet', 'Modular Kitchen', 'Solar Water', 'TV Cable', 'Garden', 'Water Tank', 'Wifi', 'Kids Playground', 'Balcony', 'Microwave', 'Drainage', 'CCTV']"
"Space On Rent For Office And Restaurant ... Baneshwor Chowk : Business For Rent In Baneshwor, Kathmandu","naya baneshwor, Baneshwor, Kathmandu",Kathmandu,495000,0,0,3.0,0,East,2074.0,182,1100 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Lift', 'Parking', 'CCTV']"
"House On Sale At Imadole : House For Sale In Imadol, Lalitpur","imadole, Imadol, Lalitpur",Lalitpur,20000000,3,3,3.0,1,East,2074.0,280,3 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,['Parking']
"4.5 Anna Land On Sale At Checkpost : Land For Sale In Chandragiri, Kathmandu","checkpost, Chandragiri, Kathmandu",Kathmandu,1450000,0,0,3.0,0,South East,2074.0,264,4.5 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House On Rent At Naya Bazar : House For Rent In Khusibu, Kathmandu","naya bazar, Khusibu, Kathmandu",Kathmandu,250000,17,19,3.0,4,East,2074.0,226,6 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Modular Kitchen', 'Water Supply', 'CCTV', 'Balcony']"
"Land On Rent At Bhaktapur : Land For Rent In Bhaktapur, Bhaktapur","thimi, Bhaktapur, Bhaktapur",Bhaktapur,600000,0,0,3.0,0,East,2074.0,189,5 Ropani,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House On Rent At Rose Villa , Siddhartha Colony : House For Rent In Budhanilkantha, Kathmandu","rudhreswor, Budhanilkantha, Kathmandu",Kathmandu,200000,4,4,3.0,2,East,2074.0,308,5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Modular Kitchen', 'Water Supply', 'Garden', 'Balcony', 'Parking', 'CCTV']"
"Hotel For Rent At Lakeside,Pokhara : Business For Rent In Lakeside, Pokhara","lakeside, Lakeside, Pokhara",Pokhara,800000,31,31,3.0,6,East,2074.0,555,2r Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Hotel On Rent At Thamel , Kathmandu : Business For Rent In Thamel, Kathmandu","thamel, Thamel, Kathmandu",Kathmandu,1800000,43,20,3.0,0,East,2074.0,537,2 Ropani,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House For Sale In Pasikot, Kathmandu","chyasingdol, Pasikot, Kathmandu",Kathmandu,32000000,0,0,3.0,0,South West,2074.0,138,0-10-0-0 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Land For Lease In DDC Chowk, Biratnagar","ddc chowk, DDC Chowk, Biratnagar",Biratnagar,30000,0,0,3.0,0,East,2074.0,134,1-0-0-0 Ropani,0 Feet,0 Feet, Blacktopped,N/A Ropani,7 months ago,[]
"Land Sale In Dharmasthali : Land For Sale In Dharmasthali, Kathmandu","Dharmasthali, Dharmasthali, Kathmandu",Kathmandu,1450000,0,0,3.0,0,West,2074.0,110,0-5-0-0 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Jarankhu : Land For Sale In Kavresthali, Kathmandu","Jarankhu, Kavresthali, Kathmandu",Kathmandu,2850000,0,0,3.0,0,South,2074.0,111,0-4-0-0 Aana,10 Feet,10 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Chabahil : Land For Sale In Chabahil, Kathmandu","Chabahil, Chabahil, Kathmandu",Kathmandu,8500000,0,0,3.0,0,South,2074.0,126,0-5-2-0 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Phutung : Land For Sale In Kavresthali, Kathmandu","Phutung, Kavresthali, Kathmandu",Kathmandu,1100000,0,0,3.0,0,South,2074.0,248,0-4-0-0 Aana,10 Feet,10 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Full Furnished House On Rent Karyabinayak Colony : House For Rent In Karyabinayak, Lalitpur","bhaisepati, Karyabinayak, Lalitpur",Lalitpur,100000,4,4,3.0,1,East,2074.0,185,4 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Garden']"
"First Floor Flat At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,20000,1,1,3.0,0,East,2074.0,234,3 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Flat At Sanepa : Flat For Rent In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,25000,4,2,3.0,1,East,2074.0,390,3 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"One Room At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,10000,1,1,3.0,0,East,2074.0,362,3 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House For Rent At Comfort Housing Sitapaila : House For Rent In Sitapaila, Kathmandu","sitapaila, Sitapaila, Kathmandu",Kathmandu,65000,3,3,3.0,2,East,2074.0,211,6 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Balcony', 'Gym', 'Garden', 'Swimming Pool', 'Water Tank', 'Water Supply', 'Maintenance']"
"Vinayak Colony House On Rent : House For Rent In Bhaisepati, Lalitpur","vinayak colony, Bhaisepati, Lalitpur",Lalitpur,60000,2,2,3.0,1,East,2074.0,757,5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Kids Playground']"
"First Floor Flat At Bhaisepati : Flat For Rent In Bhaisepati, Lalitpur","karyabinayak party place, Bhaisepati, Lalitpur",Lalitpur,25000,2,2,3.0,1,East,2074.0,653,14 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Personal : Land For Sale In Kapan, Kathmandu","Budhanilkantha Municipality-11, Paiyutar, Kapan, Kathmandu",Kathmandu,3000000,0,0,3.0,0,South,2074.0,237,12.02 Aana,21 Feet,21 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Luxurious And Spacious 4 Bhk Flat In A Posh Location At Sanepa : Flat For Rent In Sanepa, Lalitpur","Status Enclave Apartments, Sanepa, Sanepa, Lalitpur",Lalitpur,80000,4,3,3.0,1,East,2074.0,742,1833 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Water Supply', 'Electricity Backup', 'Lift']"
"Civil Home Khumaltar House On Rent : House For Rent In Dhapakhel, Lalitpur","khumaltar, Dhapakhel, Lalitpur",Lalitpur,60000,4,3,3.0,2,East,2074.0,342,3 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'Swimming Pool', 'Internet', 'TV Cable', 'Garden', 'Kids Playground', 'Gym', 'Wifi', 'CCTV', 'Balcony', 'Cafeteria']"
"Full Furnished House For Rent At Civil Homes Sunakothi Phase III : House For Rent In Civil Homes, Lalitpur","sunakothi, Civil Homes, Lalitpur",Lalitpur,60000,2,2,3.0,1,East,2074.0,489,5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Balcony', 'Gym', 'Microwave', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Water Supply']"
"Space On Rent For Office And Restaurant ... Baneshwor Chowk : Office Space For Rent In Baneshwor, Kathmandu","naya baneshwor, Baneshwor, Kathmandu",Kathmandu,450,0,0,3.0,0,East,2074.0,477,2200 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,['Lift']
"Full Furnished House On Rent At Bhaisepati : House For Rent In Bhaisepati, Lalitpur","bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000,4,4,3.0,1,East,2074.0,440,4.5 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,"['Jacuzzi', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water']"
"Commercial Estate Land For Business : Land For Lease In Dhapasi, Kathmandu","Basundhara, Ring Road, Dhapasi, Kathmandu",Kathmandu,200000,0,0,3.0,0,North West,2074.0,203,10 Aana,20 Feet,20 Feet, Blacktopped,10 Aana,3 weeks ago,[]
"Commercial Estate Land For Business : Land For Lease In Simara, Bara","Simara Chok, Simara, Bara",Bara,100000,0,0,3.0,0,West,2074.0,323,3.95 Kattha,16 Feet,16 Feet, Blacktopped,N/A Aana,1 week ago,[]
"Cheap Land : Land For Sale In Balkot, Bhaktapur","sirutar, Balkot, Bhaktapur",Bhaktapur,1100000,0,0,3.0,0,East,2074.0,910,7-0-0-0 Ropani,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Land For Sale In Changunarayan, Bhaktapur","Sudal, Changunarayan, Bhaktapur",Bhaktapur,1500000,0,0,3.0,0,North,2074.0,542,6 Aana,12 Feet,12 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House For Rent At Civil Homes Sunakothi Phase III : House For Rent In Civil Homes, Lalitpur","sunakothi, Civil Homes, Lalitpur",Lalitpur,65000,4,3,3.0,1,East,2074.0,696,6 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Hattigauda Ma Sasto Jagga Bikrima : Land For Sale In Budhanilkantha, Kathmandu","hattigauda, Budhanilkantha, Kathmandu",Kathmandu,2300000,0,0,3.0,0,East,2074.0,867,5.5 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","ramkot, Ramkot, Kathmandu",Kathmandu,15500000,4,2,3.0,1,North East,2074.0,497,4 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,3 months ago,[]
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,17500000,4,2,3.0,0,North East,2074.0,536,5 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,3 months ago,[]
"Land For Sale In Budhanilkantha, Kathmandu","deuba chowk, Budhanilkantha, Kathmandu",Kathmandu,3200000,0,0,3.0,0,East,2074.0,421,7 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,4 months ago,[]
"House Sale In Baluwatar : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,90000000,5,5,3.0,3,South East,2074.0,296,0-10-0-0 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Electricity Backup']"
"House For Sale In Goldhunga, Kathmandu","Jarankhu, Goldhunga, Kathmandu",Kathmandu,15500000,5,2,3.0,1,North West,2074.0,960,0-3-2-2 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,2 months ago,['Parking']
"House Sale In Phutung Tushal : House For Sale In Kavresthali, Kathmandu","Phutung Tushal, Kavresthali, Kathmandu",Kathmandu,23000000,7,3,3.0,1,North East,2074.0,135,0-4-0-0 Aana,10 Feet,10 Feet, Blacktopped,N/A Aana,2 months ago,['Parking']
"House Sale In Syuchatar : House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,22000000,5,3,3.0,1,South West,2074.0,380,0-6-2-0 Aana,10 Feet,10 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Water Supply']"
"House Sale In Chaysingdol : House For Sale In Pasikot, Kathmandu","Chyasingdol, Pasikot, Kathmandu",Kathmandu,36000000,0,0,3.0,0,East,2074.0,134,0-7-2-0 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,1 month ago,[]
